"id";"id_user";"id_subject";"id_relation";"id_predicate";"id_type";"confidence_level";"text_description";"assertion_name";"event_stamp";"id_subject_def";"id_predicate_def";"truth_value";"flag_for_curator"
"ass_4b4a2f02e3898";"usr_49a467bf4e0db";"trm_4a3fd79d0af66";"T16";"tsk_4a57abb949e1a";"concept-task";"100";"response inhibition is measured by the contrast of Stop Signal Reaction Time trials in the stop signal task";;"2010-01-10 11:48:18";"NADA";"cnt_4b44a5321112e";"positive";"0"
"ass_4b4a2f8c351cf";"usr_49a467bf4e0db";"trm_4a3fd79d0af66";"T16";"tsk_4a57abb949a93";"concept-task";"100";"response inhibition is measured by the contrast of Stop trial trials in the Go/no-go task";;"2010-01-10 11:50:36";"NADA";"cnt_4b4a2f46e2faa";"positive";"0"
"ass_4b4a5151af6cd";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T1";"trm_4a3fd79d0a891";"concept-concept";"100";"working memory is a kind of memory";;"2010-01-10 14:14:41";"NADA";;"positive";"0"
"ass_4b4a517e1bc90";"usr_49a467bf4e0db";"trm_4a3fd79d0b1e0";"T1";"trm_4a3fd79d0b5a7";"concept-concept";"100";"spatial working memory is a kind of working memory";;"2010-01-10 14:15:26";"NADA";;"positive";"0"
"ass_4b4a53ec314b1";"usr_49a467bf4e0db";"tsk_4a57abb949bcd";"T15";"trm_4b4a537644d76";"task-task";"100";"n-back task is descended from Continuous Performance Task";;"2010-01-10 14:25:48";"NADA";;"positive";"0"
"ass_4b4a54f5c4df2";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb949bcd";"concept-task";"100";"working memory is measured by the contrast of 1-back trials in the n-back task";;"2010-01-10 14:30:13";"NADA";"cnt_4b4a5473705db";"positive";"0"
"ass_4b4a54f5c7baa";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb949bcd";"concept-task";"100";"working memory is measured by the contrast of 2-back trials in the n-back task";;"2010-01-10 14:30:13";"NADA";"cnt_4b4a5481dc0f2";"positive";"0"
"ass_4b4a54f5c9ae1";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb949bcd";"concept-task";"100";"working memory is measured by the contrast of 3-back trials in the n-back task";;"2010-01-10 14:30:13";"NADA";"cnt_4b4a5490f1bb4";"positive";"0"
"ass_4b4a54f5cba1d";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb949bcd";"concept-task";"100";"working memory is measured by the contrast of 3-back minus 1-back trials in the n-back task";;"2010-01-10 14:30:13";"NADA";"cnt_4b4a54dd8d597";"positive";"0"
"ass_4b4a55258ca7e";"usr_49a467bf4e0db";"trm_4a3fd79d0ba6c";"T2";"trm_4a3fd79d0b5a7";"concept-concept";"100";"working memory retrieval is a part of working memory";;"2010-01-10 14:31:01";"NADA";;"positive";"0"
"ass_4b4a55649a3f5";"usr_49a467bf4e0db";"trm_4a3fd79d0ba77";"T2";"trm_4a3fd79d0b5a7";"concept-concept";"100";"working memory storage is a part of working memory";;"2010-01-10 14:32:04";"NADA";;"positive";"0"
"ass_4b4a58a3a3e8d";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T2";"trm_4a3fd79d0a252";"concept-concept";"100";"working memory is a part of executive function";;"2010-01-10 14:45:55";"NADA";;"positive";"0"
"ass_4b4a58b3e43fe";"usr_49a467bf4e0db";"trm_4a3fd79d0a252";"T10";"trm_4a3fd79d0a246";"concept-concept";"100";"executive function is an exact synonym of executive control";;"2010-01-10 14:46:11";"exact";;"positive";"0"
"ass_4b4a5c9370f4a";"usr_49a467bf4e0db";"trm_4a3fd79d0ba25";"T2";"trm_4a3fd79d0a252";"concept-concept";"100";"central executive is a part of executive function";;"2010-01-10 15:02:43";"NADA";;"positive";"0"
"ass_4b4a5cf9716de";"usr_49a467bf4e0db";"trm_4a3fd79d0b08f";"T1";"trm_4a3fd79d0b5a7";"concept-concept";"100";"semantic working memory is a kind of working memory";;"2010-01-10 15:04:25";"NADA";;"positive";"0"
"ass_4b4a5e644a3f4";"usr_49a467bf4e0db";"trm_4a3fd79d0b507";"T2";"trm_4a3fd79d0b1e0";"concept-concept";"100";"visuospatial sketch pad is a part of spatial working memory";;"2010-01-10 15:10:28";"NADA";;"positive";"0"
"ass_4b4a5eef92be3";"usr_49a467bf4e0db";"trm_4a3fd79d09b04";"T1";"trm_4a3fd79d0b5a7";"concept-concept";"100";"auditory working memory is a kind of working memory";;"2010-01-10 15:12:47";"NADA";;"positive";"0"
"ass_4b4a60c4665aa";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb9499f1";"concept-task";"100";"working memory is measured by the contrast of delay trials in the delayed nonmatch to sample task";;"2010-01-10 15:20:36";"NADA";"cnt_4b4a5f85437c2";"positive";"0"
"ass_4b4a60c46a6a3";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb9499f1";"concept-task";"100";"working memory is measured by the contrast of delay minus no delay trials in the delayed nonmatch to sample task";;"2010-01-10 15:20:36";"NADA";"cnt_4b4a609f11b96";"positive";"0"
"ass_4b4a610dc7839";"usr_49a467bf4e0db";"trm_4aae62e4ad209";"T10";"trm_4a3fd79d0a252";"concept-concept";"70";"cognitive control is a narrower synonym of executive function";;"2010-01-10 15:21:49";"narrower";;"positive";"0"
"ass_4b4a6166ef4b3";"usr_49a467bf4e0db";"trm_4a3fd79d0af66";"T1";"trm_4a3fd79d0a252";"concept-concept";"100";"response inhibition is a kind of executive function";;"2010-01-10 15:23:18";"NADA";;"positive";"0"
"ass_4b4a61c97ee4f";"usr_49a467bf4e0db";"trm_4a3fd79d0b5cb";"T10";"trm_4a3fd79d0af71";"concept-concept";"70";"action selection is an exact synonym of response selection";;"2010-01-10 15:24:57";"exact";;"positive";"0"
"ass_4b64afa4966e6";"usr_4b64af5545a03";"trm_4a3fd79d0aeb6";"T1";"trm_4a3fd79d0b4a9";"concept-concept";"100";"reading is a kind of visual object recognition";;"2010-01-30 14:16:04";"NADA";;"positive";"0"
"ass_4b64afbf6aa8e";"usr_4b64af5545a03";"trm_4a3fd79d0aeb6";"T2";"trm_4a3fd79d0b802";"concept-concept";"100";"reading is a part of language processing";;"2010-01-30 14:16:31";"NADA";;"positive";"0"
"ass_4b64b1433a659";"usr_4b64af5545a03";"trm_4a3fd79d0ab59";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"past tense is a part of language";;"2010-01-30 14:22:59";"NADA";;"positive";"0"
"ass_4b64b43031367";"usr_4b64af5545a03";"trm_4a3fd79d0b86e";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"phonology is a part of language";;"2010-01-30 14:35:28";"NADA";;"positive";"0"
"ass_4b64b44385b1e";"usr_4b64af5545a03";"trm_4a3fd79d0b86e";"T2";"trm_4a3fd79d0a775";"concept-concept";"100";"phonology is a part of language comprehension";;"2010-01-30 14:35:47";"NADA";;"positive";"0"
"ass_4b64b458ccfc1";"usr_4b64af5545a03";"trm_4a3fd79d0b86e";"T2";"trm_4a3fd79d0a78d";"concept-concept";"100";"phonology is a part of language production";;"2010-01-30 14:36:08";"NADA";;"positive";"0"
"ass_4b65244f102ea";"usr_4b54bb9dcf254";"tsk_4a57abb949b1c";"T15";"tsk_4a57abb949bcd";"task-task";"100";"letter n-back task  is descended from n-back task";;"2010-01-30 22:33:51";"NADA";;"positive";"0"
"ass_4b65248e2dd6e";"usr_4b54bb9dcf254";"tsk_4a57abb949a6a";"T15";"tsk_4a57abb949bcd";"task-task";"100";"face n-back task  is descended from n-back task";;"2010-01-30 22:34:54";"NADA";;"positive";"0"
"ass_4b6554150dfb8";"usr_4b64af5545a03";"trm_4a3fd79d0a78d";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"language production is a part of language";;"2010-01-31 01:57:41";"NADA";;"positive";"0"
"ass_4b65587634a35";"usr_4b64af5545a03";"trm_4a3fd79d0b077";"T1";"trm_4a3fd79d0a833";"concept-concept";"100";"semantic knowledge is a kind of long term memory";;"2010-01-31 02:16:22";"NADA";;"positive";"0"
"ass_4b65588580318";"usr_4b64af5545a03";"trm_4a3fd79d0b077";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"semantic knowledge is a part of language";;"2010-01-31 02:16:37";"NADA";;"positive";"0"
"ass_4b6558e004424";"usr_4b64af5545a03";"trm_4a3fd79d0a966";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"morpheme is a part of language";;"2010-01-31 02:18:08";"NADA";;"positive";"0"
"ass_4b6558fa4df75";"usr_4b64af5545a03";"trm_4a3fd79d0a966";"T2";"trm_4a3fd79d0b53c";"concept-concept";"100";"morpheme is a part of word";;"2010-01-31 02:18:34";"NADA";;"positive";"0"
"ass_4b65e5023e714";"usr_4b64af5545a03";"trm_4a3fd79d09786";"T1";"trm_4a3fd79d0a769";"concept-concept";"100";"agglutinative language is a kind of language";;"2010-01-31 12:16:02";"NADA";;"positive";"0"
"ass_4b65ee343fe21";"usr_4b64af5545a03";"trm_4b65edcf9129a";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"word frequency (token) is a part of language";;"2010-01-31 12:55:16";"NADA";;"positive";"0"
"ass_4b65ee5f14a93";"usr_4b64af5545a03";"trm_4b65edcf8bc43";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"word frequency (type) is a part of language";;"2010-01-31 12:55:59";"NADA";;"positive";"0"
"ass_4b65ffb10f061";"usr_4b64af5545a03";"trm_4a3fd79d0b434";"T2";"trm_4a3fd79d0b247";"concept-concept";"100";"velar is a part of speech production";;"2010-01-31 14:09:53";"NADA";;"positive";"0"
"ass_4b65ffe09cb58";"usr_4b64af5545a03";"trm_4a3fd79d0b440";"T1";"trm_4a3fd79d0b53c";"concept-concept";"100";"verb is a kind of word";;"2010-01-31 14:10:40";"NADA";;"positive";"0"
"ass_4b65fff2b2b93";"usr_4b64af5545a03";"trm_4a3fd79d0b440";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"verb is a part of language";;"2010-01-31 14:10:58";"NADA";;"positive";"0"
"ass_4b6600272f5ca";"usr_4b64af5545a03";"trm_4a3fd79d0b4a9";"T1";"trm_4a3fd79d0b4b5";"concept-concept";"100";"visual object recognition is a kind of visual perception";;"2010-01-31 14:11:51";"NADA";;"positive";"0"
"ass_4b7c11b0a6d5f";"usr_49a467bf4e0db";"trm_4a3fd79d0b613";"T16";"tsk_4a57abb949f21";"concept-task";"100";"task switching is measured by the contrast of Perseverative errors trials in the Wisconsin Card Sorting test";;"2010-02-17 07:56:32";"NADA";"cnt_4b7c101e9b549";"positive";"0"
"ass_4b7c11d216fb8";"usr_49a467bf4e0db";"trm_4a3fd79d0b5a7";"T16";"tsk_4a57abb949f21";"concept-task";"100";"working memory is measured by the contrast of Failure to maintain set trials in the Wisconsin Card Sorting test";;"2010-02-17 07:57:06";"NADA";"cnt_4b7c108cc7a68";"positive";"0"
"ass_4b7c27488af65";"usr_49a467bf4e0db";"trm_4b7c270940f9d";"T10";"trm_4a3fd79d0af66";"concept-concept";"100";"behavioral inhibition (cognitive) is an exact synonym of response inhibition";;"2010-02-17 09:28:40";"exact";;"positive";"0"
"ass_4b82cf7c151a9";"usr_4aef33d37b963";"trm_4b82c75498408";"T16";"trm_4b749b8829eee";"concept-task";"70";"Central Coherence is measured by the contrast of Segmented blocks trials in the Embedded Figures Test";;"2010-02-22 10:39:56";"NADA";"cnt_4b7c0325a9f17";"positive";"0"
"ass_4b82cf7c19a4c";"usr_4aef33d37b963";"trm_4b82c75498408";"T16";"trm_4b749b8829eee";"concept-task";"70";"Central Coherence is measured by the contrast of Unsegmented blocks trials in the Embedded Figures Test";;"2010-02-22 10:39:56";"NADA";"cnt_4b7c03351fc78";"positive";"0"
"ass_4b82d318e6750";"usr_4aef33d37b963";"trm_4b82c75498408";"T16";"trm_4b7497a289534";"concept-task";"70";"Central Coherence is measured by the contrast of Unsegmented blocks trials in the Block Design Test";;"2010-02-22 10:55:20";"NADA";"cnt_4b82d26b480ea";"positive";"0"
"ass_4be3b16abf22d";"usr_4b64af5545a03";"trm_4a3fd79d0b786";"T1";"trm_4a3fd79d0b53c";"concept-concept";"100";"homonym is a kind of word";;"2010-05-06 23:21:30";"NADA";;"positive";"0"
"ass_4be3b18098ec1";"usr_4b64af5545a03";"trm_4a3fd79d0b786";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"homonym is a part of language";;"2010-05-06 23:21:52";"NADA";;"positive";"0"
"ass_4be3b28a28003";"usr_4b64af5545a03";"trm_4a3fd79d0ae93";"T1";"trm_4a3fd79d0ae9e";"concept-concept";"100";"pseudohomophone is a kind of pseudoword";;"2010-05-06 23:26:18";"NADA";;"positive";"0"
"ass_4be3b2a2a30e6";"usr_4b64af5545a03";"trm_4a3fd79d0ae93";"T2";"trm_4a3fd79d0a769";"concept-concept";"70";"pseudohomophone is a part of language";;"2010-05-06 23:26:42";"NADA";;"positive";"0"
"ass_4be3b80a0fae3";"usr_4b64af5545a03";"trm_4a3fd79d0b792";"T1";"trm_4a3fd79d0b53c";"concept-concept";"100";"homophone is a kind of word";;"2010-05-06 23:49:46";"NADA";;"positive";"0"
"ass_4be3b81a6e31a";"usr_4b64af5545a03";"trm_4a3fd79d0b792";"T2";"trm_4a3fd79d0a769";"concept-concept";"100";"homophone is a part of language";;"2010-05-06 23:50:02";"NADA";;"positive";"0"
"ass_4be3c0fced135";"usr_4b64af5545a03";"trm_4a3fd79d0a504";"T2";"trm_4a3fd79d0b53c";"concept-concept";"70";"imageability is a part of word";;"2010-05-07 00:27:56";"NADA";;"positive";"0"
